company,name,kms_driven,fuel_type,selling_price,year
Renault,KWID,30000,Petrol,375000,2021
Honda,Civic,66000,Petrol,414000,2013
Hyundai,i10,5000,Petrol,400000,2020
Ford,Ecosport,37000,Diesel,850000,2021
Maruti,Swift,47050,Petrol,530000,2022
Datsun,redi-GO,7001,Petrol,325000,2021
Maruti,Celerio,50000,Petrol,440000,2019
Ford,Figo,45000,Diesel,375000,2018
Toyota,Fortuner,127000,Diesel,1450000,2018
Maruti,Wagon R,53000,CNG,380000,2021
Mercedes-Benz,C-Class,57000,Petrol,895000,2013
Hyundai,Santro,65000,Petrol,310000,2016
BMW,X5,15000,Diesel,5000000,2021
Hyundai,Santro,64000,Petrol,240000,2018
Maruti,S-Presso,1200,Petrol,500000,2025
Toyota,Innova,214000,Diesel,525000,2014
Honda,Amaze,35000,Petrol,425000,2019
Volkswagen,Vento,38000,Petrol,545000,2020
Honda,Civic,101689,Petrol,465000,2014
Toyota,Innova,132734,Diesel,955000,2016
Maruti,Swift Dzire,28117,Petrol,615000,2021
Maruti,Swift Dzire,56000,Diesel,359000,2018
Maruti,Baleno,70000,Diesel,600000,2023
Datsun,GO,120000,Petrol,200000,2021
Maruti,Baleno,40000,Petrol,525000,2024
Maruti,Swift,50000,Petrol,450000,2019
Toyota,Innova,65000,Diesel,850000,2020
Maruti,Alto,50000,Petrol,145000,2016
Mercedes-Benz,GLS,32000,Diesel,7000000,2022
Honda,City,57000,Petrol,590000,2018
Maruti,Wagon R,140000,CNG,275000,2018
Maruti,Alto,60000,Petrol,280000,2021
Hyundai,Verna,30666,Diesel,565000,2019
BMW,3,50000,Petrol,1800000,2018
Skoda,Superb,80000,Petrol,395000,2017
Skoda,Rapid,39000,Petrol,625000,2021
Hyundai,Verna,44906,Petrol,580000,2017
Maruti,Swift Dzire,45000,Diesel,374000,2018
Mahindra,Bolero,60240,Diesel,665000,2021
Maruti,Swift Dzire,90000,Diesel,250000,2016
Hyundai,i10,124000,Petrol,150000,2013
BMW,X3,65000,Diesel,2150000,2018
Mahindra,Bolero,100000,Diesel,400000,2017
Maruti,Vitara,35000,Diesel,975000,2023
Honda,WR-V,40000,Petrol,700000,2023
BMW,X4,10000,Diesel,5500000,2024
Honda,City,75000,Diesel,550000,2020
Hyundai,Grand,35000,Petrol,420000,2021
Volkswagen,Vento,110000,Petrol,250000,2016
Maruti,Swift,37000,Petrol,565000,2022
Renault,KWID,14000,Petrol,370000,2021
Mahindra,Bolero,80000,Diesel,750000,2022
Hyundai,i10,60000,Petrol,276000,2019
Skoda,Superb,65000,Petrol,1525000,2021
Maruti,Baleno,26000,Petrol,725000,2022
Toyota,Fortuner,46975,Diesel,3080000,2022
Maruti,Wagon R,69000,CNG,290000,2018
Toyota,Innova,120000,Diesel,955000,2018
Datsun,RediGO,20000,Petrol,270000,2024
Hyundai,Grand,10000,Petrol,450000,2020
Volkswagen,Polo,18000,Petrol,865000,2023
Ford,Ecosport,14000,Diesel,1245000,2024
Maruti,Alto,7000,Petrol,150000,2016
Hyundai,Grand,25000,Petrol,480000,2023
Toyota,Fortuner,25344,Diesel,3485000,2023
Hyundai,Verna,60000,Petrol,570000,2020
Volkswagen,Polo,23368,Diesel,810000,2024
Toyota,Innova,46000,Diesel,1650000,2021
Hyundai,Verna,30000,Petrol,635000,2020
Hyundai,i20,39000,Petrol,795000,2023
Honda,City,50000,Diesel,660000,2021
Honda,City,64498,Petrol,450000,2017
Maruti,Baleno,52000,Diesel,575000,2022
Maruti,Wagon R,50000,Petrol,260000,2019
Ford,Figo,80000,Petrol,250000,2015
Volkswagen,Polo,32000,Petrol,615000,2020
Hyundai,Grand,19744,Diesel,540000,2022
Maruti,Eeco,19955,Petrol,390000,2022
Maruti,Swift,5000,Petrol,610000,2025
Honda,WR-V,34052,Diesel,1005000,2022
Toyota,Innova,52000,Diesel,1965000,2022
Ford,Figo,110000,Diesel,250000,2016
Hyundai,Verna,43000,Petrol,600000,2019
Audi,A6,44000,Diesel,1751000,2019
Volkswagen,Polo,29000,Petrol,665000,2021
Maruti,Baleno,34114,Petrol,639000,2021
Hyundai,Grand,34400,Petrol,515000,2019
Maruti,Wagon R,45800,Petrol,455000,2021
Maruti,Vitara,26000,Diesel,875000,2024
Maruti,Ertiga,12998,Petrol,899000,2023
Maruti,Swift Dzire,70000,Petrol,240000,2016
Hyundai,i10,45854,Petrol,330000,2016
Mercedes-Benz,E-Class,56000,Diesel,1235000,2016
Maruti,Swift Dzire,86000,Diesel,420000,2016
Maruti,Ciaz,55000,Diesel,675000,2022
Honda,City,19117,Petrol,765000,2021
Maruti,Ertiga,37000,Diesel,810000,2021
Hyundai,Creta,35000,Diesel,890000,2022
Maruti,Swift,47350,Diesel,640000,2021
Maruti,Vitara,44000,Diesel,950000,2022
Hyundai,Santro,10000,Petrol,450000,2024
Maruti,Swift,70000,Diesel,500000,2020
Hyundai,i20,5436,Petrol,875000,2023
Mahindra,Scorpio,30000,Diesel,1300000,2024
BMW,5,71000,Diesel,1750000,2016
Maruti,Alto,25000,Petrol,290000,2021
Hyundai,Tucson,12000,Petrol,1765000,2023
Honda,City,100000,Diesel,550000,2019
Renault,Duster,7131,Petrol,1099000,2024
Maruti,Dzire VXI,30500,Petrol,675000,2022
Hyundai,i20,20000,Petrol,795000,2023
Maruti,Alto,15000,Petrol,295000,2020
Honda,Amaze,63000,Diesel,455000,2020
BMW,X1,55000,Diesel,2050000,2021
BMW,5,23000,Diesel,5150000,2023
Datsun,RediGO,40000,Petrol,280000,2022
Ford,Figo,30000,Petrol,550000,2021
Maruti,Ciaz,35000,Diesel,750000,2021
Hyundai,Santro,6932,Petrol,650000,2024
Honda,Jazz,53000,Petrol,225000,2014
Maruti,Alto,50000,Petrol,210000,2018
Maruti,Baleno,38953,Petrol,611000,2021
Honda,Amaze,17362,Petrol,825000,2023
Hyundai,Verna,56000,Diesel,585000,2020
Volkswagen,Vento,98078,Diesel,451000,2017
Volkswagen,Polo,7000,Petrol,615000,2020
Hyundai,i10,68000,Petrol,286000,2016
Maruti,Swift,130000,Diesel,420000,2018
Ford,Figo,105000,Petrol,285000,2019
Renault,KWID,8905,Petrol,349000,2022
Ford,Figo,80000,Diesel,520000,2022
Toyota,Innova,180000,Diesel,430000,2014
Volkswagen,Vento,40000,Petrol,385000,2018
BMW,Z4,5022,Petrol,3100000,2015
Honda,City,54000,Petrol,375000,2015
Maruti,Swift,98145,Petrol,380000,2019
Maruti,Ertiga,50000,Diesel,600000,2017
Hyundai,i20,40000,Diesel,620000,2023
Maruti,Wagon R,71000,CNG,370000,2019
Datsun,RediGO,15000,Petrol,250000,2022
BMW,X5,10351,Diesel,8100000,2024
Maruti,Swift,80000,Diesel,485000,2017
Maruti,Ertiga,13158,Petrol,950000,2023
Maruti,Swift,54000,Diesel,445000,2018
Hyundai,Verna,12000,Petrol,1200000,2023
Maruti,Swift,225000,Diesel,450000,2018
Hyundai,i20,25000,Petrol,750000,2023
Honda,City,27000,Petrol,1100000,2022
Hyundai,Santro,120000,Petrol,90000,2014
Isuzu,D-Max,80000,Diesel,1050000,2021
Maruti,Wagon R,50000,Petrol,315000,2022
BMW,5,75000,Diesel,3100000,2019
Hyundai,i20,37015,Petrol,695000,2022
Maruti,Alto,20000,Petrol,280000,2023
Skoda,Rapid,20353,Diesel,521000,2019
Renault,KWID,35000,Petrol,435000,2022
Ford,Ecosport,11000,Diesel,945000,2024
Maruti,Ignis,25000,Petrol,492000,2023
Ford,Endeavour,38000,Diesel,2250000,2021
Skoda,Octavia,55000,Diesel,2000000,2023
Maruti,Vitara,52000,Diesel,695000,2022
BMW,5,42000,Diesel,2675000,2021
Honda,City,23000,Petrol,800000,2020
Hyundai,Creta,97247,Diesel,950000,2020
Skoda,Superb,54000,Petrol,449000,2015
Mercedes-Benz,C-Class,29052,Petrol,2800000,2021
Maruti,Baleno,38000,Petrol,515000,2023
Jaguar,XF,34000,Diesel,2350000,2020
Volkswagen,Polo,20000,Petrol,499000,2020
Honda,Amaze,39600,Diesel,490000,2020
Audi,A6,35000,Diesel,3125000,2021
Volkswagen,Polo,59000,Petrol,650000,2021
Hyundai,i10,35000,Petrol,350000,2021
Hyundai,Grand,40000,Petrol,495000,2019
Mahindra,Scorpio,35000,Diesel,875000,2020
Renault,Duster,70000,Diesel,600000,2021
Mercedes-Benz,C-Class,45000,Diesel,425000,2011
Maruti,Ertiga,15000,Petrol,550000,2018
Mahindra,KUV,25000,Petrol,500000,2021
Renault,Duster,100000,Diesel,470000,2020
Mahindra,XUV500,40000,Diesel,950000,2020
Volkswagen,Vento,79324,Petrol,490000,2017
Maruti,Vitara,20000,Diesel,750000,2024
Honda,Jazz,90000,Diesel,545000,2021
Maruti,Wagon R,55000,Petrol,160000,2014
Renault,Duster,110000,Diesel,415000,2018
Toyota,Innova,69000,Diesel,895000,2019
Hyundai,i20,24000,Diesel,660000,2020
Maruti,Alto,61000,CNG,340000,2022
Maruti,Alto,64531,Petrol,355000,2019
Renault,Duster,40000,Diesel,900000,2023
Maruti,Wagon R,57000,Petrol,425000,2020
Porsche,Panamera,25000,Diesel,6500000,2018
Volkswagen,Polo,55000,Petrol,675000,2022
Hyundai,Tucson,44000,Diesel,1500000,2022
Renault,KWID,35000,Petrol,405000,2022
Mahindra,XUV500,120000,Diesel,945000,2020
Maruti,Alto,50000,Petrol,250000,2021
Mahindra,Thar,25000,Diesel,700000,2022
Volkswagen,Polo,20000,Petrol,550000,2024
Hyundai,i20,50000,Petrol,280000,2014
Maruti,Swift,91000,Petrol,265000,2015
Skoda,Rapid,52135,Diesel,610000,2019
Honda,Amaze,48000,Diesel,450000,2020
Ford,Figo,87000,Diesel,415000,2018
Tata,Safari,77450,Diesel,349000,2017
Ford,Ecosport,88000,Diesel,460000,2018
Honda,Jazz,46774,Petrol,600000,2021
Mercedes-Benz,C-Class,45000,Diesel,740000,2015
Mahindra,XUV500,50000,Diesel,800000,2020
Maruti,Ciaz,50000,Diesel,702000,2023
Hyundai,i10,60000,Petrol,275000,2015
Maruti,Alto,52000,Petrol,236000,2018
Skoda,Rapid,33000,Petrol,575000,2020
Mahindra,Scorpio,213000,Diesel,450000,2019
Maruti,Swift,40000,Diesel,725000,2023
Hyundai,i10,57000,Petrol,190000,2013
BMW,6,9651,Diesel,6475000,2024
Renault,Duster,57000,Diesel,740000,2019
Volkswagen,Polo,58700,Petrol,299000,2017
Maruti,Alto,30000,Petrol,230000,2020
Ford,Figo,110000,Diesel,200000,2016
Volkswagen,Polo,50000,Petrol,395000,2015
Skoda,Octavia,81000,Petrol,1275000,2020
Maruti,Swift,41000,Petrol,574000,2023
Hyundai,Verna,43000,Petrol,690000,2019
Maruti,Ciaz,38629,Diesel,725000,2022
Mahindra,Scorpio,85000,Diesel,599000,2017
BMW,7,71000,Diesel,1950000,2015
MG,Hector,35803,Diesel,2075000,2024
Hyundai,Grand,47961,Petrol,550000,2022
Maruti,Ciaz,11113,Petrol,1015000,2023
Datsun,RediGO,80000,Petrol,259000,2022
Honda,City,42000,Petrol,550000,2020
Hyundai,Grand,69000,Petrol,485000,2020
Maruti,Wagon R,90000,Petrol,350000,2020
Ford,Ecosport,33000,Petrol,550000,2021
Honda,City,15000,Petrol,875000,2020
Mahindra,XUV500,72000,Diesel,1245000,2021
Maruti,Swift,30000,Diesel,875000,2024
Maruti,Swift,75000,Petrol,475000,2022
Maruti,Vitara,30000,Diesel,711000,2023
Honda,City,25000,Petrol,1050000,2022
Ford,Figo,40000,Petrol,500000,2022
Maruti,Swift,59311,Diesel,800000,2023
Hyundai,i20,77000,Diesel,359000,2017
Maruti,Alto,53000,Petrol,290000,2019
Maruti,Swift,80000,Petrol,220000,2013
Maruti,Ertiga,56000,CNG,900000,2023
Hyundai,i20,30000,Petrol,850000,2023
Datsun,RediGO,28100,Petrol,270000,2022
Hyundai,Verna,56100,Diesel,750000,2022
Hyundai,Creta,40000,Diesel,1100000,2024
Maruti,XL6,20000,Petrol,1000000,2024
Toyota,Innova,44000,Diesel,1550000,2019
BMW,X3,65000,Diesel,2025000,2019
Maruti,Alto,60000,Petrol,91000,2013
Mahindra,Marazzo,50000,Diesel,1450000,2024
Volkswagen,Polo,40000,Petrol,575000,2019
Hyundai,Verna,20000,Petrol,875000,2022
Maruti,Swift,50000,Diesel,700000,2023
Hyundai,i10,75750,Petrol,325000,2017
Toyota,Fortuner,33000,Diesel,3300000,2024
Hyundai,Grand,29000,Petrol,525000,2021
Renault,Duster,60000,Diesel,850000,2022
Maruti,Swift Dzire,80930,Petrol,400000,2016
Mahindra,Scorpio,68000,Diesel,985000,2022
Maruti,Ertiga,110000,Diesel,850000,2021
Land Rover,Rover,4000,Diesel,4750000,2024
Maruti,Eeco,22000,Petrol,130000,2015
Renault,KWID,8500,Petrol,440000,2024
Honda,Amaze,20833,Petrol,825000,2023
Hyundai,Verna,71000,Petrol,635000,2020
BMW,5,25000,Diesel,2499000,2020
Maruti,Celerio,49600,Petrol,390000,2022
Honda,Amaze,81747,Petrol,400000,2019
Maruti,Alto,32900,Petrol,350000,2020
Maruti,Ertiga,34000,CNG,925000,2024
BMW,X1,45000,Diesel,1300000,2020
Hyundai,i10,82000,Petrol,385000,2019
Ford,Figo,63500,Petrol,240000,2015
Hyundai,i10,72000,Petrol,265000,2018
Hyundai,i20,43000,Diesel,400000,2017
BMW,3,41000,Diesel,1650000,2019
Hyundai,Verna,46000,Petrol,495000,2016
Maruti,Wagon R,40000,Petrol,385000,2018
Hyundai,i20,25000,Petrol,795000,2024
Mercedes-Benz,C-Class,56000,Petrol,649000,2014
Hyundai,Creta,70000,Diesel,1150000,2021
Maruti,Swift Dzire,89504,Diesel,595000,2019
Maruti,Alto,30000,Petrol,360000,2022
Volkswagen,Vento,57500,Petrol,350000,2017
Volkswagen,Polo,63000,Diesel,655000,2021
Honda,City,9000,Diesel,1300000,2024
Honda,CR-V,59000,Petrol,1525000,2019
Toyota,Fortuner,91000,Diesel,1175000,2016
Maruti,Alto,68000,Petrol,325000,2021
Hyundai,Creta,20000,Petrol,1035000,2022
Hyundai,i20,70000,Petrol,330000,2018
Maruti,Swift,45000,Petrol,645000,2023
Maruti,Eeco,72000,CNG,325000,2018
Maruti,Vitara,25000,Diesel,985000,2023
Renault,Duster,50000,Diesel,1050000,2021
Mercedes-Benz,C-Class,75900,Diesel,850000,2015
Renault,Duster,68000,Diesel,497000,2020
Hyundai,i20,68678,Diesel,751000,2022
Mercedes-Benz,E-Class,33000,Diesel,2450000,2020
Hyundai,i10,25166,Petrol,375000,2021
Mercedes-Benz,E-Class,50000,Petrol,1349000,2017
Honda,City,65000,Petrol,275000,2014
Bentley,Continental,30000,Petrol,8100000,2016
Renault,Duster,61000,Diesel,675000,2018
Maruti,Ciaz,50000,Petrol,700000,2020
Honda,City,80661,Petrol,390000,2014
Mahindra,KUV,70000,Petrol,275000,2021
Toyota,Innova,160000,Diesel,1175000,2018
Honda,City,51000,Petrol,525000,2020
Hyundai,Grand,35000,Petrol,550000,2023
Mercedes-Benz,E-Class,55000,Diesel,1299000,2016
Maruti,Swift,27284,Petrol,291000,2015
Maruti,Ertiga,9001,Petrol,1059000,2024
Hyundai,Santro,80000,Petrol,120000,2013
Mahindra,Scorpio,74000,Diesel,275000,2012
Audi,A6,90000,Diesel,1250000,2017
Toyota,Innova,70000,Diesel,945000,2021
Hyundai,i20,110000,Diesel,800000,2022
Maruti,Vitara,20180,Diesel,975000,2023
Maruti,Swift,79000,Diesel,369000,2017
Maruti,Swift Dzire,170000,Diesel,270000,2016
Tata,Safari,50000,Diesel,625000,2020
Hyundai,Creta,65972,Diesel,1360000,2024
Maruti,Vitara,65000,Diesel,751000,2021
Renault,KWID,26957,Petrol,365000,2021
Honda,City,91000,Petrol,235000,2013
Maruti,Baleno,10000,Petrol,550000,2024
Maruti,Swift,25000,Diesel,405000,2019
Hyundai,Grand,20000,Petrol,500000,2021
Hyundai,i20,50000,Petrol,425000,2018
Honda,Amaze,40000,Petrol,475000,2021
Maruti,Alto,110000,Petrol,120000,2013
Honda,WR-V,62736,Diesel,785000,2022
Hyundai,i20,48100,Petrol,495000,2019
Maruti,Vitara,15000,Diesel,942000,2024
Maruti,Ertiga,55000,Diesel,550000,2018
Hyundai,i20,49000,Petrol,552000,2019
Tata,Hexa,10000,Diesel,1100000,2023
Maruti,Swift Dzire,115000,Diesel,350000,2013
Hyundai,i10,45000,Petrol,280000,2018
Maruti,Alto,425785,Petrol,195000,2015
Maruti,Swift,7000,Petrol,610000,2024
Maruti,Vitara,45000,Diesel,750000,2022
Maruti,Swift,51200,Petrol,470000,2018
Renault,Duster,140000,Diesel,680000,2021
Mercedes-Benz,E-Class,23000,Petrol,1996000,2017
Maruti,Swift,25000,Petrol,645000,2023
Maruti,Vitara,31000,Diesel,900000,2024
Hyundai,i20,70000,Petrol,200000,2015
Hyundai,Verna,35000,Diesel,655000,2021
Hyundai,Elantra,50000,Petrol,850000,2020
Tata,Safari,72000,Diesel,450000,2017
Hyundai,Creta,70000,Diesel,830000,2022
Maruti,Swift Dzire,120000,Diesel,300000,2017
Jeep,Compass,43726,Diesel,1625000,2022
Maruti,Wagon R,97319,Petrol,300000,2016
Tata,Safari,145000,Diesel,550000,2020
Mahindra,Scorpio,48000,Diesel,850000,2020
Skoda,Octavia,29454,Petrol,2195000,2023
Hyundai,i20,35000,Diesel,700000,2023
Honda,City,19000,Petrol,850000,2022
Maruti,Alto,49000,Petrol,235000,2020
Hyundai,Verna,78666,Diesel,160000,2014
Hyundai,i10,44633,Petrol,450000,2021
Hyundai,i20,80000,Petrol,425000,2015
Hyundai,Grand,29945,Petrol,625000,2022
Hyundai,Grand,31178,Petrol,400000,2018
Hyundai,Creta,19543,Petrol,1100000,2022
Maruti,Ciaz,26000,Petrol,740000,2022
Volkswagen,Polo,29000,Petrol,795000,2021
Hyundai,Verna,48000,Petrol,510000,2018
Hyundai,Creta,48000,Petrol,840000,2021
Maruti,Baleno,50000,Petrol,600000,2023
Hyundai,i10,68000,Petrol,250000,2016
Ford,Figo,27000,Petrol,535000,2021
Hyundai,Verna,68000,Petrol,410000,2017
Toyota,Innova,61667,Diesel,1895000,2021
Mahindra,KUV100,15000,Petrol,470000,2023
Maruti,Celerio,18540,Petrol,429000,2021
BMW,5,16000,Diesel,5800000,2023
Hyundai,i20,48000,Diesel,635000,2020
Toyota,Innova,36639,Diesel,1650000,2022
Skoda,Superb,98000,Diesel,350000,2014
Maruti,Swift,18000,Diesel,835000,2023
Maruti,Alto,143000,Petrol,170000,2021
Mahindra,KUV100,40000,Diesel,680000,2023
Maruti,Wagon R,78562,Petrol,260000,2016
Honda,City,54000,Petrol,795000,2020
Maruti,Alto,80000,Petrol,250000,2018
Maruti,Swift Dzire,41000,Diesel,470000,2022
Volkswagen,Polo,63000,Diesel,650000,2020
Mini,Cooper,8000,Petrol,3200000,2023
Maruti,Ciaz,44000,Diesel,815000,2022
Maruti,Alto,65535,Petrol,275000,2017
Hyundai,i20,35000,Diesel,580000,2022
Toyota,Fortuner,22600,Diesel,3300000,2024
Tata,Tiago,50000,Petrol,390000,2022
Maruti,Baleno,34676,Petrol,710000,2022
Tata,Safari,68192,Diesel,550000,2018
Maruti,Swift,50000,Petrol,435000,2020
Ford,Endeavour,40000,Diesel,2850000,2022
Skoda,Rapid,50900,Petrol,400000,2019
Maruti,Wagon R,48000,Petrol,325000,2018
Honda,Amaze,2200,Petrol,790000,2024
BMW,5,79000,Diesel,1800000,2017
Mercedes-Benz,E-Class,126436,Diesel,1230000,2015
Hyundai,Santro,106346,Petrol,220000,2017
Toyota,Innova,76000,Diesel,995000,2018
Audi,A4,70000,Diesel,1099000,2016
Hyundai,i20,73000,Diesel,395000,2017
BMW,5,10002,Diesel,4000000,2023
Maruti,Swift,28000,Diesel,800000,2023
Maruti,Celerio,21000,Petrol,510000,2023
Skoda,Rapid,49000,Diesel,625000,2019
Hyundai,i20,47000,Petrol,540000,2020
Skoda,Rapid,35000,Diesel,1000000,2024
Tata,Nexon,43000,Diesel,895000,2023
Maruti,Alto,35000,Petrol,280000,2022
BMW,6,24000,Diesel,6000000,2023
Toyota,Innova,110000,Diesel,1600000,2022
BMW,3,35000,Diesel,1545000,2020
Toyota,Innova,78000,Diesel,965000,2019
Ford,Figo,70000,Diesel,270000,2021
Maruti,Ignis,14188,Petrol,470000,2023
Maruti,Baleno,65000,Petrol,520000,2022
Maruti,Swift Dzire,70000,Diesel,641000,2023
Maruti,Swift Dzire,21000,Petrol,650000,2022
Hyundai,Santro,74000,Petrol,265000,2015
Mahindra,XUV500,39838,Diesel,1095000,2020
Hyundai,Venue,6500,Petrol,949000,2025
Renault,KWID,40000,Petrol,300000,2023
Honda,City,40000,Petrol,840000,2022
Tata,Nexon,95000,Diesel,825000,2022
Ford,Ecosport,14000,Petrol,980000,2024
Mercedes-Benz,C-Class,28000,Diesel,2500000,2021
Maruti,Alto,70000,Petrol,231000,2017
Jeep,Compass,67000,Diesel,1950000,2023
Hyundai,i20,5000,Petrol,815000,2023
Mahindra,XUV500,20000,Diesel,1667000,2024
Maruti,Wagon R,43000,CNG,399000,2022
Hyundai,Verna,26000,Petrol,1040000,2023
Maruti,Ciaz,30000,Petrol,600000,2020
Maruti,Swift,25000,Petrol,625000,2022
Hyundai,Verna,100000,Diesel,839000,2022
Mahindra,XUV500,15000,Diesel,1620000,2021
Hyundai,Grand,89000,Diesel,425000,2019
Hyundai,i20,10114,Petrol,690000,2023
Mahindra,XUV500,60000,Diesel,500000,2018
Maruti,Alto,5000,Petrol,320000,2025
Maruti,Celerio,20000,Petrol,585000,2023
Maruti,Baleno,21000,Petrol,680000,2022
Maruti,Vitara,36355,Diesel,765000,2021
Renault,Triber,4500,Petrol,770000,2025
Maruti,Swift,70000,Diesel,497000,2021
Land Rover,Rover,66000,Diesel,1450000,2017
Honda,Amaze,8700,Petrol,750000,2024
Hyundai,Verna,100000,Petrol,300000,2015
Maruti,Ciaz,26000,Petrol,740000,2022
Maruti,Alto,30000,Petrol,200000,2013
Honda,City,55243,Petrol,560000,2018
Hyundai,Grand,25000,Petrol,500000,2020
Hyundai,Verna,35212,Diesel,500000,2018
Tata,Harrier,21655,Diesel,1660000,2024
Maruti,Swift Dzire,46100,Petrol,475000,2018
Ford,Figo,40000,Petrol,355000,2016
Nissan,Kicks,10000,Petrol,950000,2024
Tata,Nexon,31000,Diesel,845000,2023
Mercedes-Benz,GL-Class,87000,Diesel,3500000,2019
Honda,City,34000,Diesel,1025000,2021
Mahindra,Bolero,66274,Diesel,478000,2020
Maruti,Swift Dzire,133000,Diesel,340000,2015
Volkswagen,Vento,16219,Petrol,845000,2022
Tata,Tiago,10000,Petrol,510000,2024
Hyundai,Grand,56169,Petrol,550000,2022
Maruti,Baleno,90000,Diesel,590000,2021
Maruti,Wagon R,31692,Petrol,330000,2019
Skoda,Superb,74000,Petrol,365000,2015
Maruti,Swift,80000,Diesel,675000,2023
Hyundai,Grand,5000,Petrol,590000,2024
Toyota,Innova,68600,Diesel,1721000,2023
Audi,A4,45000,Diesel,1725000,2018
Volkswagen,Vento,15000,Diesel,900000,2024
Hyundai,i10,51359,Petrol,320000,2016
Skoda,Rapid,79000,Diesel,460000,2017
Maruti,Eeco,65000,Petrol,175000,2017
Mercedes-Benz,C-Class,50000,Diesel,1180000,2017
Tata,Nexon,42388,Diesel,895000,2023
Maruti,Celerio,50000,Petrol,350000,2020
Maruti,Vitara,9000,Diesel,960000,2023
Maruti,Swift Dzire,40000,Diesel,650000,2021
Hyundai,Grand,15000,Petrol,390000,2021
Maruti,Alto,70000,Petrol,130000,2014
Maruti,Alto,25000,Petrol,385000,2023
Hyundai,Verna,70000,Petrol,450000,2019
Maruti,Swift,26000,Petrol,610000,2023
Honda,Jazz,40000,Diesel,665000,2020
Hyundai,Grand,30000,Petrol,450000,2023
Maruti,Baleno,8800,Petrol,675000,2024
Hyundai,Santro,40000,Petrol,266000,2014
Hyundai,Verna,90000,Diesel,590000,2019
Ford,Freestyle,17000,Petrol,630000,2024
Maruti,Swift,106000,Diesel,350000,2018
BMW,3,72000,Diesel,3300000,2022
Honda,Jazz,56161,Petrol,319000,2015
Ford,Figo,35000,Diesel,300000,2016
Ford,Ecosport,100000,Diesel,700000,2020
Maruti,Swift,67000,Diesel,300000,2018
Maruti,Swift,28000,Petrol,629000,2022
Honda,City,38000,Petrol,200000,2011
Maruti,Swift,5000,Petrol,570000,2022
Maruti,Ertiga,50000,Diesel,800000,2022
Maruti,Baleno,20000,Petrol,599000,2021
Renault,KWID,20000,Petrol,300000,2022
Toyota,Innova,180000,Diesel,400000,2014
BMW,X5,60000,Diesel,3350000,2019
Skoda,Rapid,70000,Diesel,525000,2019
Mahindra,Scorpio,69000,Diesel,650000,2019
Skoda,Rapid,60000,Diesel,850000,2021
Maruti,Ciaz,120000,Diesel,580000,2019
Hyundai,Grand,50215,Petrol,450000,2020
Hyundai,Venue,18700,Diesel,1045000,2024
Hyundai,Santro,35000,Petrol,300000,2019
Maruti,Ciaz,100000,Diesel,660000,2021
Tata,Hexa,41723,Diesel,1350000,2022
Toyota,Innova,68830,Diesel,685000,2016
Audi,A6,110000,Diesel,1100000,2016
Hyundai,Verna,5630,Petrol,975000,2024
Hyundai,i20,109555,Diesel,655000,2020
Hyundai,Verna,90000,Diesel,290000,2014
Honda,Amaze,75000,Diesel,390000,2018
Maruti,Ertiga,8000,Petrol,1099000,2024
Maruti,Ciaz,40000,Diesel,800000,2022
Toyota,Fortuner,120000,Diesel,2150000,2020
Mercedes-Benz,S-Class,47200,Petrol,625000,2012
Maruti,Ignis,50000,Petrol,450000,2023
Hyundai,Santro,76945,Petrol,350000,2018
Maruti,Alto,110000,Petrol,200000,2019
Honda,City,53000,Petrol,1095000,2022
Maruti,Swift,62904,Diesel,700000,2022
Hyundai,Verna,58000,Diesel,625000,2017
Volkswagen,Vento,49000,Diesel,950000,2022
Mahindra,XUV500,54212,Diesel,1350000,2022
Honda,Amaze,8760,Petrol,800000,2024
Renault,Duster,62000,Diesel,395000,2018
Renault,KWID,40000,Petrol,350000,2022
Maruti,Swift Dzire,70000,Diesel,675000,2021
Maruti,Ciaz,40000,Diesel,800000,2023
Hyundai,i10,70000,Petrol,170000,2015
Hyundai,Creta,52000,Diesel,925000,2020
Hyundai,i20,80131,Diesel,625000,2020
Maruti,Celerio,41944,Petrol,485000,2021
Hyundai,Elantra,28000,Petrol,1525000,2021
Maruti,Vitara,20000,Diesel,800000,2022
Honda,Civic,60000,Petrol,275000,2015
Maruti,Ertiga,68000,Diesel,900000,2022
Hyundai,Verna,89000,Diesel,550000,2019
Maruti,Swift,90000,Diesel,390000,2019
Mahindra,Bolero,47000,Diesel,545000,2015
Jaguar,XF,28000,Diesel,3190000,2019
Ford,Ecosport,63000,Petrol,865000,2022
Honda,City,67000,Diesel,549000,2019
Ford,Figo,49392,Petrol,575000,2021
Honda,WR-V,65000,Diesel,800000,2022
Hyundai,Creta,50000,Diesel,1200000,2022
Maruti,Swift,90000,Petrol,280000,2017
Maruti,Swift,92000,Diesel,525000,2017
Mahindra,Thar,60000,Diesel,950000,2022
Datsun,RediGO,17731,Petrol,270000,2022
Toyota,Fortuner,85000,Diesel,1100000,2016
Maruti,Vitara,61326,Diesel,985000,2022
Maruti,Celerio,32000,Petrol,450000,2022
Hyundai,Creta,57000,Petrol,800000,2020
Hyundai,Verna,42700,Diesel,860000,2023
Maruti,Ertiga,35000,Petrol,585000,2019
Maruti,Wagon R,10000,Petrol,400000,2022
Honda,Civic,110000,Petrol,400000,2013
Maruti,Ertiga,78368,Diesel,785000,2020
Hyundai,i20,37924,Petrol,550000,2020
Ford,Ecosport,104859,Diesel,425000,2019
